ius·ing	24395
child	24385
cųm	24303
mæyn	24054
be·gann	23576
upp·on	23409
o’·wey	23303
thear·for	23218
wei’·mąnn	23201
o’·mąng	22864
gæf	22838
riht	22835
reäl	22815
leic·lei’	22592
cnoaw·’n	22432
fẹrr	22350
lein	22333
half	22232
stæf	22227
cynd	21900
fædher	21892
looc	21879
hrædh·er	21341
tell	21200
mor’n·ing	21045
be·hind	20694
sųm·teim·s	20517
teįn	20268
need	20209
seem·d	20152
furth·er	20138
deạth	20061
goa·n	19529
chir’ch	19500
yįstr’·dæy	19459
clere	19437
blæc	19375
freị	19295
ceep	19275
road	19251
feạw	19160
want·ed	19116
hundred	19108
food	18985
theịd	0
hweit	18701
ea·f’r·ea’·thing	18675
certain·lei’	18647
mynd	18643
hąnd·s	18620
trade	18414
ear·lei’	17746
cạll·d	17637
o’·round	17471
sẹfon	17319
ląnd	17301
ạht	17298
treįw	17252
weif	17102
çitee	16982
freịnd	16846
siur	16633
hoal	16057
mace·s	16027
toun	16027
strąng	15898
bedd	15854
gyrl	15755
twee’n·tiy	15641
bet·er	15626
ea·’ther	15599
grund	15322
fund	15170
freịnd·s	15081
put	14705
goa·s	14692
cnoaw·leach	14586
leat	14489
hear	14443
fœet	14100
hẹrt	13729
niyon	13626
feld	13554
neạ’·r	13248
eafen·ing	13209
booy	13158
com·piut·er	13089
wrąng	13023
fuyr	12955
o’·b’·ufe	12889
feel	12791
sųn	12644
norm·al	12451
cwic·lei’	12381
leaf·t	12315
gįf·ing	12254
lųfe	12093
leaf	12002
trei	11693
happ·iy	11649
los	11601
loagh	11591
neạ'·r·lei’	11484
fore·wạrd	11378
sųmor	11302
hous·bond	11222
wạll	11060
be·leįf·e	11041
thanc	11033
deạd	11005
teach·er·s	11005
ạrm·s	10895
ese·iy	10894
sheạw	10874
ye·wær	10764
be·yẹnd	10705
heįr	10585
sea	10485
may·beo	10472
thousend	10373
cųpp	10177
blood	10133
hạrd	9890
meil·s	9836
read·iy	9812
dey·d	9809
stopp	9729
tạl·c	9624
gyrl·s	9611
eạy	9509
brooht	9474
buiy	9451
dohtor	9443
sųnn’·dæy	9364
hefe·iy	9262
ąn’·sware	9254
too·morw’	9243
their·tiy	9234
los’·t	9069
heįr·d	8954
fiutur	8952
hoat	8849
hous·as	8829
left	8791
stæy	8748
ran	8676
bew·tee·full	8670
leịht	8616
sauf·e·tee	8609
tée	8599
box	8589
feif·tiy	8579
læte	8506
æfter·noon	8420
c’·ing	8369
topp	8366
libh	8327
treow·s	8306
broother	8238
rinn	8179
leat·’s	8161
hope	8107
sųnn	8104
treįw·th	8045
dogg	8030
bord	8015
blew	7987
clos	7911
share·s	7672
cạll	7520
in·sted	7437
happ·en	7309
peyn	7299
deal	7217
hwear	7192
leif·s	7172
raes	7170
foot	7141
dragh·n	7099
spece	7097
streng·th	7077
sųm·hwear	7026
skinn	7019
wind	6985
hạld	6958
spoac	6937
sent	6915
eạd·wạrd	6907
too·niht	6856
dẹrc	6769
be·ginn·ing	6676
creim	6666
feower·tiy	6632
swẹster	6607
stæp	6595
twe·l’f	6576
reich	6522
hlea’·di’	6514
streht	6442
cald	6438
sih·t	6432
folgh	6421
ẹrth	6390
straenge	6371
treow	6371
read	6362
wạrm	6358
siur·lei’	6352
læt·est	6331
winn	6282
lųfe·lei’	6263
wuysh	6255
on·too	6208
lịrn	6204
sooft	6145
smeil	6124
stand	6094
saef	6090
mạrc	5807
be·seid	5785
fear	5682
wạlc·d	5671
ceep·t	5665
rocc	5618
reyn	5617
clos·lei’	5521
byld	5469
brẹht	5442
threạt	5399
ea·m’t·iy	5382
roas	5376
keay	5363
legg	5333
feif·teįn	5332
myrthr	5221
deịp	5218
heat	5196
eįy·ląnd	5181
wayt	5180
fẹrm	5172
dreif·er	5159
breath	5131
fæyr	5127
wude	5111
skei	4956
be·nęth	4917
bisiy	4890
broad	4879
be·ginn	4845
nạru	4833
dout	4821
stand·ing	4820
middel	4783
lose	4771
tœeth	4752
niyon·teįn	4736
wẹrc·d	4735
fạll	4666
lea·’st	4642
read·d	4621
saef·e	4609
eạst	4590
hlæwh·d	4585
læwh·d	4585
hole	4505
greow	4479
bryge	4457
perfect·lei’	4439
hlot	4409
six·tiy	4351
leịht·s	4336
wạlc	4329
ship	4258
o’·leife	4254
be·gunn	4241
cheos	4211
kųt	4198
niyon·tiy	4186
trųst	4185
puyc	4151
mei·n	4148
hroof	4147
dragh	4109
ean·iy·hwear	4105
lųfe	4074
for·get	4066
freịnd·lei’	4058
roow	4050
clean	4037
wæch	4012
lųc·iy	4008
sąng	3994
weapn·s	3972
folgh·d	3896
tųch	3846
clos	3830
read·d	3825
ạh’·tiy	3823
catt	3801
reyl	3800
chist	3799
e’·lẹfan	3788
marie·d	3774
wæch·t	3770
leoht	3755
wele·th	3736
heạh·t	3728
for·gat·n	3673
cyll	3665
libh·d	3648
groow	3644
steayr·s	3644
caht	3633
hring	3605
mete	3598
dreạm	3588
dreife	3579
weyk	3571
hyll	3569
big·er	3549
heạ·loa	3530
streic	3488
ye·wær·nes	3480
bere	3475
dey	3473
wuysh	3443
cwœen	3382
cach	3359
lųfe	3339
cote	3330
beor	3298
be·ginn·s	3262
share	3247
feel·s	3240
ea·f’r·ea’·hwear	3215
sleep	3185
sleep	3181
hwæn·ea·f’r	3179
fẹht	3171
sweet	3169
proud	3096
skil	3088
wuysh·d	3053
hoal·iy	3025
dis·cover·d	3005
soawol	2998
ạll·oan	2997
sąnd	2982
hloa’·wạrd	2977
ạh’·teįn	2963
snoaw	2937
sẹfon·tiy	2932
were	2916
deįr	2884
hlyst·an	2848
gif·en	2844
fẹh·s	2829
seal·iy	2828
sewt	2824
fẹh	2813
ąn’·swar·s	2807
dey	2751
lųc	2733
feower·teįn	2706
spoac·en	2705
cluys·d	2704
lųfe·d	2691
kneif	2688
bæth	2655
six·teįn	2642
puyc·d	2603
gif·t	2587
cneow·s	2571
’·leife	2558
dis·cover	2547
seoc	2527
ley·d	2515
steįl	2512
streạm	2468
o’·sleep	2463
pruyd	2462
tæyl	2446
hyll·s	2392
cluys	2391
blind	2376
groow·ing	2338
clos·er	2333
fleoy·ing	2315
hitt	2309
hwear·ea·f’r	2285
lagh·yer	2203
liy	2191
hero’	2165
libh·s	2163
theor·teįn	2161
libh·d	2131
dreạm·s	2117
dreiv·ing	2094
hitt	2072
cneow	2043
fleoy	2021
moon	1991
neạ'·r·est	1988
weapn	1982
fẹrm·er	1971
leoht·lei’	1954
hąnd·ed	1943
til	1942
weif·s	1937
boll	1932
hẹfon	1892
flour	1885
cloud	1883
chycc·en	1852
for·ea·f’r	1846
oa·mase·ing	1837
leif·teim	1833
cool	1832
oa·reis	1824
tale	1809
mous	1803
full·teim	1793
sẹfon·teįn	1782
huyd	1781
happ·i’·lei’	1775
neạh·ye·bour	1774
sẹlfor	1765
roos	1747
sauf·lei’	1734
loos	1700
part·teim	1699
sing·ing	1696
lųf·er	1687
hitt	1654
share·d	1612
craft	1598
craft	1598
læwh	1597
læwh	1597
jųmp·d	1594
til	1574
matiur	1555
prob·abil·itee	1535
dish	1532
teạy	1528
for·gat	1506
hąng	1502
hạrd·er	1497
leif·lei’	1472
loc	1467
cyss·d	1457
shore	1447
raes·as	1446
wuysh	1444
hąnd·full	1396
ųg·lei’	1365
cyss	1355
wuysh·s	1347
wuysh·ing	1323
wuysh·s	1296
strech	1258
leạf	1251
spell	1237
swif·t·lei’	1224
prob·abl	1210
theįf·t	1204
goast	1201
hąnd·ed	1193
hruysh	1191
leịht·ing	1189
krystall	1176
cou	1175
ųn·y·wær	1172
cųpp·s	1163
fuyr·s	1149
lųf·er·s	1139
deįr·ling	1138
lųfe·s	1138
loc·d	1123
sleep·t	1114
mist	1103
bern·ing	1102
ye·leic	1093
o’·cnoaw·leach	1090
hlid	1087
wyrd	1085
leịht	1076
hero’·s	1059
sih	1059
hloud·lei’	1054
oa·reis	1041
streng·th·en	1032
muys	1028
hryge	1024
jųmp	1017
o’·hloud	999
tor·n	995
hitt·ing	989
yfel	980
lųfe·d	971
sheot	946
sent	944
a’ hlot	943
sweat	939
hąnd·iy	906
shįld	901
leoy	895
mæy’dh	881
sẹlh	872
hule	853
læte·lei’	852
cnoc	851
hloud	844
gadher	831
loc·d	828
eafe’	827
tųch·ing	812
sea·s	811
bule	807
bern	800
morw·n·ing·s	800
cynn	799
cote·s	791
god·b’·w’·ye’	787
greasp	787
leoht·er	772
cyss	770
stæy·s	770
heạh·t·s	752
calc·iul·ate	748
hwæle·s	732
huyr	730
beo·s	728
rol	728
hruysh·ing	728
noon	724
partie	719
shįll·s	715
stiy·wạrd	715
weer·iy	708
cynd·nes	700
theof	700
drif·t	699
wand’r·d	696
molè·ciul	695
hroof·s	685
dæf·t	681
hąnd·ing	681
hlean	681
swimm	681
stele	678
huyd·ing	674
sus·teyn·abl	669
theoh	663
spoon	653
thei	650
o’·shore	647
ofer·teim	644
hnute	636
tooth	631
ųn·siur	627
good·will	618
a·quaint·ançe	615
foostor	600
arkt·ik	599
sweat·er	599
wich	598
fųcc	580
æsh	578
dis·cover·ing	574
threạt·en	573
cniht	572
sleep·ing	565
cyss·ing	562
o’·bord	561
spei·thr	555
hitt·s	539
swor	538
ạle	530
sųm·teim	524
lųf·ing	518
beo	509
frogg	507
deich	506
dreif·s	504
lim	503
ųn·be·leįf·abl	500
myry	498
wạx	498
seyl	474
cocc	470
beor·s	464
eạd·’uyth	461
raes·d	459
hwæle	457
dæy·s·eạy	454
byry	445
ter	445
seyl·er	441
roar·d	435
swer	416
dragh·t	414
veyl	411
hitt·s	404
dis·geis	400
be·ware	399
eạd·win	399
ąn’·too	398
gœes	397
struyp·d	395
hẹfon·lei’	393
wuysh·d	374
tyll	372
marie	368
hloaf	365
cẹrf·d	364
fleot	359
eạy·d	358
steayr	353
prec·arious	350
cyss·as	345
on’·swar·s	343
heal	342
eạd·goar	340
hef’·t·iy	340
o’·wace	337
goos	336
raes	332
clos·nes	331
læwh·s	329
souc·ing	319
flote	311
hline	301
souc·d	296
oos·wạld	295
breath·e	293
cẹrf·d	290
æ’·thry’	281
hefe·d	280
hopp	274
happ·hasard	272
teim	270
oa·beid	269
reyn·s	267
threif	263
reich·es	260
teim·leạs	258
cyss	255
cyss·d	251
nųm	249
nim	0
roo’·thor	248
sney·el	247
shein	246
o’·flote	245
sweay·ing	245
hreod	243
chycc	238
souc	230
souc·d	228
cwic	223
cẹrf·ing	215
shoan	214
min·s	210
blee’·s·ed	209
sker	198
hạbh’c	195
cẹrf·d	194
mæy’dh·en 	191
fithel	188
œfes	187
happ·leạs	184
teim·d	175
ælf	173
cẹrf·ing·s	171
mist·s	171
myr’·th	163
cow·ard	161
furh	160
breth·r·an	159
sib·ling	159
dæy·s·eạy·s	151
cẹrf	147
ox·an	142
wroht	131
wefe	124
threạt·en·ing	123
cẹrv·ing	121
droan	120
chic	118
fạlgh	117
trųst·iy	117
ean·iy·teim	116
hwein	115
spell·d	114
souc·er	111
cųpp·d	109
thrif·t	109
bleed	106
ųn·a·teyn·abl	106
souc	105
yeạ	104
blee’·s	102
cyss·es	100
yẹn	100
swif·el	98
hyke	97
mis·happ	96
cųppa	94
hrooc	90
hąnd·ye·wẹrc	89
smạr·c	85
hefe	84
raes·er·s	84
souc·s	84
swor·n	84
cųpp·ing	83
teim·d	83
raes·d	80
gore·iy	79
clean·s	73
doun·toun	71
num·ol	71
souc·er·s	71
swạrt·iy	71
teim·s	71
neạh	69
oa·wacen	67
cųpp	67
tee·cųpp	66
yẹnd·er	66
cour·ing	65
tweeyen	65
hreim	63
ste’·roap	58
raes	56
spoac	55
teim·d	54
lur·c	53
wind·leạs	44
wedd·loac	43
gore	42
cærf·er·s	40
stạl·c	40
wefe·t	39
hræbhn	38
roun	35
cẹrf·er	34
ear	34
fuyr·d	34
wyrd·lei’	34
hẹr·c	31
ed·eạ	30
thei·n	29
cour·d	27
hreow	27
sheot·er	27
wyn·sųm	27
cynd·o’	26
cleof	25
cour	25
o’·bedd	23
stiy	23
groap	20
freic	19
ẹlc	18
bræyn	17
cyss·er	17
raes·es	17
cyss·ing	14
cẹrf·s	12
folc	12
chans	11
goar·d	9
clyf·t	8
swif·t	8
cyss·er·s	6
theofe	6
goar	5
hneay	2
neạh·ye·bour	2
bạll·uc·s	1
moa	0
moa	0
doo·n’t	0
goa·’n’·’o	0
got·’o	0
ih·’d	0
ih·’ll	0
ih·’m	0
ih·’bh	0
hit·’s	0
nạru·s	0
nea·’ther	0
shu’·d·n’t	0
thear·’s	0
they·’r	0
they·’bh	0
wæs·n’t	0
wee·’ll	0
wee·’r	0
wee·’bh	0
hwæle·s	0
hwæt·’s	0
hwoa·’s	0
yeow·d	0
yeow·’ll	0
yeow·’r	0
yeow·’bh	0
hnesh	0
shu’·d·’bh	0
yạre	0
